model,n_train,n_val,n_test,r2_train,rmse_train,mae_train,wmapE_train,r2_val,rmse_val,mae_val,wmapE_val,r2_test,rmse_test,mae_test,wmapE_test
ridge,37758,8091,8091,0.9865251053870644,0.0807929368101403,0.015737292170663025,0.0044470682579077405,0.9943573903463062,0.051840596746766686,0.01460054730567904,0.0041245981561549355,0.815372994984285,0.3281116508266256,0.019308460133072403,0.005458561891112613
