model,n_train,n_val,n_test,r2_train,rmse_train,mae_train,wmapE_train,r2_val,rmse_val,mae_val,wmapE_val,r2_test,rmse_test,mae_test,wmapE_test
ridge,37758,8091,8091,0.9481448296265673,0.16172450603216312,0.01605146369811691,0.00453655013054148,0.9840764404697049,0.08786899237076803,0.01625401371725494,0.004596282501027862,0.9771406055554216,0.10489403470278238,0.016750033484637977,0.00472714719013073
